name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий;Версия ПО (опросник);Статус
jiti;2.4.2;2.4.2;https://registry.npmjs.org/jiti/-/jiti-2.4.2.tgz;npm install jiti@2.4.2;@angular-builders/common, @module-federation/cli, postcss-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.7.0;версия не совпадает
jose;6.2.12;6.2.12;https://registry.npmjs.org/jose/-/jose-6.2.12.tgz;npm install jose@6.2.12;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
js-yaml;3.15.2;3.15.2;https://registry.npmjs.org/js-yaml/-/js-yaml-3.15.2.tgz;npm install js-yaml@3.15.2;@istanbuljs/load-nyc-config, cosmiconfig;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.4.1;версия не совпадает
json-parse-even-better-errors;2.3.1;2.3.1;https://registry.npmjs.org/json-parse-even-better-errors/-/json-parse-even-better-errors-2.3.1.tgz;npm install json-parse-even-better-errors@2.3.1;parse-json;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;6.0.0;версия не совпадает
json-schema-typed;8.0.2;8.0.2;https://registry.npmjs.org/json-schema-typed/-/json-schema-typed-8.0.2.tgz;npm install json-schema-typed@8.0.2;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
leven;3.1.0;3.1.0;https://registry.npmjs.org/leven/-/leven-3.1.0.tgz;npm install leven@3.1.0;jest-validate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.1.0;версия не совпадает
lightningcss-android-arm64;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-android-arm64/-/lightningcss-android-arm64-1.33.0.tgz;npm install lightningcss-android-arm64@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-darwin-arm64;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-darwin-arm64/-/lightningcss-darwin-arm64-1.33.0.tgz;npm install lightningcss-darwin-arm64@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-darwin-x64;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-darwin-x64/-/lightningcss-darwin-x64-1.33.0.tgz;npm install lightningcss-darwin-x64@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-freebsd-x64;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-freebsd-x64/-/lightningcss-freebsd-x64-1.33.0.tgz;npm install lightningcss-freebsd-x64@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-linux-arm-gnueabihf;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-linux-arm-gnueabihf/-/lightningcss-linux-arm-gnueabihf-1.33.0.tgz;npm install lightningcss-linux-arm-gnueabihf@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-linux-arm64-gnu;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-linux-arm64-gnu/-/lightningcss-linux-arm64-gnu-1.33.0.tgz;npm install lightningcss-linux-arm64-gnu@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-linux-arm64-musl;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-linux-arm64-musl/-/lightningcss-linux-arm64-musl-1.33.0.tgz;npm install lightningcss-linux-arm64-musl@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-linux-x64-gnu;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-linux-x64-gnu/-/lightningcss-linux-x64-gnu-1.33.0.tgz;npm install lightningcss-linux-x64-gnu@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-linux-x64-musl;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-linux-x64-musl/-/lightningcss-linux-x64-musl-1.33.0.tgz;npm install lightningcss-linux-x64-musl@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-win32-arm64-msvc;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-win32-arm64-msvc/-/lightningcss-win32-arm64-msvc-1.33.0.tgz;npm install lightningcss-win32-arm64-msvc@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lightningcss-win32-x64-msvc;1.33.0;1.33.0;https://registry.npmjs.org/lightningcss-win32-x64-msvc/-/lightningcss-win32-x64-msvc-1.33.0.tgz;npm install lightningcss-win32-x64-msvc@1.33.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lines-and-columns;1.2.4;1.2.4;https://registry.npmjs.org/lines-and-columns/-/lines-and-columns-1.2.4.tgz;npm install lines-and-columns@1.2.4;parse-json;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.4;версия не совпадает
listr2;11.0.0;11.0.0;https://registry.npmjs.org/listr2/-/listr2-11.0.0.tgz;npm install listr2@11.0.0;@angular/build, @angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
lmdb;3.5.6;3.5.6;https://registry.npmjs.org/lmdb/-/lmdb-3.5.6.tgz;npm install lmdb@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
locate-path;6.0.0;6.0.0;https://registry.npmjs.org/locate-path/-/locate-path-6.0.0.tgz;npm install locate-path@6.0.0;find-up;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
log-update;8.0.0;8.0.0;https://registry.npmjs.org/log-update/-/log-update-8.0.0.tgz;npm install log-update@8.0.0;listr2;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
magic-string;1.0.0;1.0.0;https://registry.npmjs.org/magic-string/-/magic-string-1.0.0.tgz;npm install magic-string@1.0.0;@angular-devkit/schematics, @angular/build, @chialab/estransform;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.2.3;версия не совпадает
make-dir;4.0.0;4.0.0;https://registry.npmjs.org/make-dir/-/make-dir-4.0.0.tgz;npm install make-dir@4.0.0;istanbul-lib-report;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.1.0;версия не совпадает
mdn-data;2.27.1;2.27.1;https://registry.npmjs.org/mdn-data/-/mdn-data-2.27.1.tgz;npm install mdn-data@2.27.1;css-tree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
media-typer;1.1.1;1.1.1;https://registry.npmjs.org/media-typer/-/media-typer-1.1.1.tgz;npm install media-typer@1.1.1;type-is;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.0;версия не совпадает
memfs;4.75.0;4.75.0;https://registry.npmjs.org/memfs/-/memfs-4.75.0.tgz;npm install memfs@4.75.0;webpack-dev-middleware;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.68.2;версия не совпадает
mime;1.6.0;1.6.0;https://registry.npmjs.org/mime/-/mime-1.6.0.tgz;npm install mime@1.6.0;send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.1.0;версия не совпадает
mimic-fn;2.1.0;2.1.0;https://registry.npmjs.org/mimic-fn/-/mimic-fn-2.1.0.tgz;npm install mimic-fn@2.1.0;onetime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.0;версия не совпадает
minimizer-webpack-plugin;5.10.1;5.10.1;https://registry.npmjs.org/minimizer-webpack-plugin/-/minimizer-webpack-plugin-5.10.1.tgz;npm install minimizer-webpack-plugin@5.10.1;webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
msgpackr;1.12.1;1.12.1;https://registry.npmjs.org/msgpackr/-/msgpackr-1.12.1.tgz;npm install msgpackr@1.12.1;lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
msgpackr-extract;3.0.4;3.0.4;https://registry.npmjs.org/msgpackr-extract/-/msgpackr-extract-3.0.4.tgz;npm install msgpackr-extract@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
mute-stream;3.0.0;3.0.0;https://registry.npmjs.org/mute-stream/-/mute-stream-3.0.0.tgz;npm install mute-stream@3.0.0;@inquirer/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
nanoid;3.3.19;3.3.19;https://registry.npmjs.org/nanoid/-/nanoid-3.3.19.tgz;npm install nanoid@3.3.19;postcss;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;6.0.1;версия не совпадает
napi-postinstall;0.3.4;0.3.4;https://registry.npmjs.org/napi-postinstall/-/napi-postinstall-0.3.4.tgz;npm install napi-postinstall@0.3.4;unrs-resolver;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-addon-api;6.1.0;6.1.0;https://registry.npmjs.org/node-addon-api/-/node-addon-api-6.1.0.tgz;npm install node-addon-api@6.1.0;@parcel/watcher, lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-domexception;1.0.0;1.0.0;https://registry.npmjs.org/node-domexception/-/node-domexception-1.0.0.tgz;npm install node-domexception@1.0.0;fetch-blob;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-fetch;3.3.2;3.3.2;https://registry.npmjs.org/node-fetch/-/node-fetch-3.3.2.tgz;npm install node-fetch@3.3.2;@angular-architects/module-federation;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-gyp-build-optional-packages;5.2.2;5.2.2;https://registry.npmjs.org/node-gyp-build-optional-packages/-/node-gyp-build-optional-packages-5.2.2.tgz;npm install node-gyp-build-optional-packages@5.2.2;lmdb, msgpackr-extract;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
node-releases;2.0.55;2.0.55;https://registry.npmjs.org/node-releases/-/node-releases-2.0.55.tgz;npm install node-releases@2.0.55;browserslist;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.54;версия не совпадает
npm-run-path;4.0.1;4.0.1;https://registry.npmjs.org/npm-run-path/-/npm-run-path-4.0.1.tgz;npm install npm-run-path@4.0.1;execa;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;6.0.0;версия не совпадает
nth-check;2.1.1;2.1.1;https://registry.npmjs.org/nth-check/-/nth-check-2.1.1.tgz;npm install nth-check@2.1.1;css-select;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.1;версия не совпадает
object-assign;4.1.1;4.1.1;https://registry.npmjs.org/object-assign/-/object-assign-4.1.1.tgz;npm install object-assign@4.1.1;cors;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
obug;2.2.1;2.2.1;https://registry.npmjs.org/obug/-/obug-2.2.1.tgz;npm install obug@2.2.1;@babel/core, @babel/traverse;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
onetime;7.0.0;7.0.0;https://registry.npmjs.org/onetime/-/onetime-7.0.0.tgz;npm install onetime@7.0.0;execa, restore-cursor;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
open;11.0.0;11.0.0;https://registry.npmjs.org/open/-/open-11.0.0.tgz;npm install open@11.0.0;@angular-devkit/build-angular, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;11.0.2;версия не совпадает
ordered-binary;1.6.1;1.6.1;https://registry.npmjs.org/ordered-binary/-/ordered-binary-1.6.1.tgz;npm install ordered-binary@1.6.1;lmdb;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
oxc-parser;0.142.0;0.142.0;https://registry.npmjs.org/oxc-parser/-/oxc-parser-0.142.0.tgz;npm install oxc-parser@0.142.0;@angular/build, @chialab/estransform;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
p-limit;3.1.0;3.1.0;https://registry.npmjs.org/p-limit/-/p-limit-3.1.0.tgz;npm install p-limit@3.1.0;jest-changed-files, jest-circus, jest-runner, p-locate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.3.2;версия не совпадает
p-locate;5.0.0;5.0.0;https://registry.npmjs.org/p-locate/-/p-locate-5.0.0.tgz;npm install p-locate@5.0.0;locate-path;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.0;версия не совпадает
p-retry;6.2.1;6.2.1;https://registry.npmjs.org/p-retry/-/p-retry-6.2.1.tgz;npm install p-retry@6.2.1;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.0.0;версия не совпадает
p-try;2.2.0;2.2.0;https://registry.npmjs.org/p-try/-/p-try-2.2.0.tgz;npm install p-try@2.2.0;p-limit;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.0.0;версия не совпадает
parent-module;1.0.1;1.0.1;https://registry.npmjs.org/parent-module/-/parent-module-1.0.1.tgz;npm install parent-module@1.0.1;import-fresh;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;3.2.0;версия не совпадает
parse-json;5.2.0;5.2.0;https://registry.npmjs.org/parse-json/-/parse-json-5.2.0.tgz;npm install parse-json@5.2.0;cosmiconfig, jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.3.0;версия не совпадает
parse-node-version;1.0.1;1.0.1;https://registry.npmjs.org/parse-node-version/-/parse-node-version-1.0.1.tgz;npm install parse-node-version@1.0.1;less;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;2.0.0;версия не совпадает
path-exists;4.0.0;4.0.0;https://registry.npmjs.org/path-exists/-/path-exists-4.0.0.tgz;npm install path-exists@4.0.0;find-up;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.0.0;версия не совпадает
path-key;3.1.1;3.1.1;https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz;npm install path-key@3.1.1;cross-spawn, npm-run-path;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
picomatch;4.0.5;4.0.5;https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz;npm install picomatch@4.0.5;@angular-devkit/build-angular, @angular-devkit/core, @angular/build, @parcel/watcher, anymatch, jest-haste-map, jest-message-util, jest-util, micromatch, readdirp, tinyglobby, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.7;версия не совпадает
piscina;5.2.0;5.2.0;https://registry.npmjs.org/piscina/-/piscina-5.2.0.tgz;npm install piscina@5.2.0;@angular-devkit/build-angular, @angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.3.2;версия не совпадает
pkce-challenge;5.0.1;5.0.1;https://registry.npmjs.org/pkce-challenge/-/pkce-challenge-5.0.1.tgz;npm install pkce-challenge@5.0.1;@modelcontextprotocol/sdk;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
pkg-dir;4.2.0;4.2.0;https://registry.npmjs.org/pkg-dir/-/pkg-dir-4.2.0.tgz;npm install pkg-dir@4.2.0;import-local;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;9.0.0;версия не совпадает
pkijs;3.4.0;3.4.0;https://registry.npmjs.org/pkijs/-/pkijs-3.4.0.tgz;npm install pkijs@3.4.0;selfsigned;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
postcss;8.5.25;8.5.25;https://registry.npmjs.org/postcss/-/postcss-8.5.25.tgz;npm install postcss@8.5.25;@angular-devkit/build-angular, beasties, css-loader, resolve-url-loader, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.5.26;версия не совпадает
postcss-safe-parser;7.1.0;7.1.0;https://registry.npmjs.org/postcss-safe-parser/-/postcss-safe-parser-7.1.0.tgz;npm install postcss-safe-parser@7.1.0;beasties;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
postcss-selector-parser;7.1.6;7.1.6;https://registry.npmjs.org/postcss-selector-parser/-/postcss-selector-parser-7.1.6.tgz;npm install postcss-selector-parser@7.1.6;postcss-modules-local-by-default, postcss-modules-scope;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.1.5;версия не совпадает
powershell-utils;0.1.0;0.1.0;https://registry.npmjs.org/powershell-utils/-/powershell-utils-0.1.0.tgz;npm install powershell-utils@0.1.0;open, wsl-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
probe-image-size;7.4.0;7.4.0;https://registry.npmjs.org/probe-image-size/-/probe-image-size-7.4.0.tgz;npm install probe-image-size@7.4.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
proxy-agent-negotiate;1.1.0;1.1.0;https://registry.npmjs.org/proxy-agent-negotiate/-/proxy-agent-negotiate-1.1.0.tgz;npm install proxy-agent-negotiate@1.1.0;https-proxy-agent;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
pure-rand;7.0.1;7.0.1;https://registry.npmjs.org/pure-rand/-/pure-rand-7.0.1.tgz;npm install pure-rand@7.0.1;jest-circus;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;8.4.2;версия не совпадает
pvtsutils;1.3.6;1.3.6;https://registry.npmjs.org/pvtsutils/-/pvtsutils-1.3.6.tgz;npm install pvtsutils@1.3.6;@peculiar/x509, asn1js, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
pvutils;1.2.0;1.2.0;https://registry.npmjs.org/pvutils/-/pvutils-1.2.0.tgz;npm install pvutils@1.2.0;asn1js, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
qified;0.10.1;0.10.1;https://registry.npmjs.org/qified/-/qified-0.10.1.tgz;npm install qified@0.10.1;cacheable;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
raw-body;3.0.2;3.0.2;https://registry.npmjs.org/raw-body/-/raw-body-3.0.2.tgz;npm install raw-body@3.0.2;@modelcontextprotocol/sdk, body-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
readable-stream;3.6.2;3.6.2;https://registry.npmjs.org/readable-stream/-/readable-stream-3.6.2.tgz;npm install readable-stream@3.6.2;hpack.js, spdy-transport;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.7.0;версия не совпадает
resolve-pkg-maps;1.0.0;1.0.0;https://registry.npmjs.org/resolve-pkg-maps/-/resolve-pkg-maps-1.0.0.tgz;npm install resolve-pkg-maps@1.0.0;get-tsconfig;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
rolldown;1.2.0;1.2.0;https://registry.npmjs.org/rolldown/-/rolldown-1.2.0.tgz;npm install rolldown@1.2.0;@angular/build, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
router;2.2.0;2.2.0;https://registry.npmjs.org/router/-/router-2.2.0.tgz;npm install router@2.2.0;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
rrweb-cssom;0.8.0;0.8.0;https://registry.npmjs.org/rrweb-cssom/-/rrweb-cssom-0.8.0.tgz;npm install rrweb-cssom@0.8.0;cssstyle, jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
sass;1.101.0;1.101.0;https://registry.npmjs.org/sass/-/sass-1.101.0.tgz;npm install sass@1.101.0;@angular-devkit/build-angular, @angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.103.1;версия не совпадает
sass-loader;17.0.0;17.0.0;https://registry.npmjs.org/sass-loader/-/sass-loader-17.0.0.tgz;npm install sass-loader@17.0.0;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;17.0.1;версия не совпадает
schema-utils;4.3.0;4.3.0;https://registry.npmjs.org/schema-utils/-/schema-utils-4.3.0.tgz;npm install schema-utils@4.3.0;@module-federation/enhanced, copy-webpack-plugin, mini-css-extract-plugin, minimizer-webpack-plugin, webpack, webpack-dev-middleware, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.3.3;версия не совпадает
shebang-regex;3.0.0;3.0.0;https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz;npm install shebang-regex@3.0.0;shebang-command;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;4.0.0;версия не совпадает
slash;3.0.0;3.0.0;https://registry.npmjs.org/slash/-/slash-3.0.0.tgz;npm install slash@3.0.0;@jest/console, @jest/core, @jest/reporters, @jest/test-sequencer, @jest/transform, babel-jest, jest-circus, jest-config, jest-message-util, jest-resolve, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;5.1.0;версия не совпадает
slice-ansi;9.0.0;9.0.0;https://registry.npmjs.org/slice-ansi/-/slice-ansi-9.0.0.tgz;npm install slice-ansi@9.0.0;cli-truncate, log-update;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
source-map;0.7.6;0.7.6;https://registry.npmjs.org/source-map/-/source-map-0.7.6.tgz;npm install source-map@0.7.6;@angular-devkit/core, handlebars, resolve-url-loader, source-map-support;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;0.8.0;версия не совпадает
sprintf-js;1.0.3;1.0.3;https://registry.npmjs.org/sprintf-js/-/sprintf-js-1.0.3.tgz;npm install sprintf-js@1.0.3;argparse;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;1.1.3;версия не совпадает
stream-parser;0.3.1;0.3.1;https://registry.npmjs.org/stream-parser/-/stream-parser-0.3.1.tgz;npm install stream-parser@0.3.1;probe-image-size;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;;не найден в опроснике
string-length;4.0.2;4.0.2;https://registry.npmjs.org/string-length/-/string-length-4.0.2.tgz;npm install string-length@4.0.2;@jest/reporters, jest-watcher;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.;7.0.1;версия не совпадает
